pid,item_id,group,test_time,correct,pre_score_z
P126,1,embodied,post,0,-0.12372209717721992
P126,26,embodied,post,1,-0.12372209717721992
P126,25,embodied,post,1,-0.12372209717721992
P126,19,embodied,post,1,-0.12372209717721992
P127,22,embodied,post,0,-0.6083295184152829
P127,23,embodied,post,1,-0.6083295184152829
P127,28,embodied,post,0,-0.6083295184152829
P127,17,embodied,post,0,-0.6083295184152829
P127,1,embodied,post,0,-0.6083295184152829
P127,26,embodied,post,0,-0.6083295184152829
P127,25,embodied,post,0,-0.6083295184152829
P127,19,embodied,post,0,-0.6083295184152829
P129,22,control,post,0,-0.12372209717721992
P129,23,control,post,0,-0.12372209717721992
P129,28,control,post,0,-0.12372209717721992
P129,17,control,post,0,-0.12372209717721992
P129,1,control,post,0,-0.12372209717721992
P129,26,control,post,1,-0.12372209717721992
P129,25,control,post,0,-0.12372209717721992
P129,19,control,post,0,-0.12372209717721992
P131,22,embodied,post,0,-0.6083295184152829
P131,23,embodied,post,0,-0.6083295184152829
P131,28,embodied,post,0,-0.6083295184152829
P131,17,embodied,post,0,-0.6083295184152829
P131,1,embodied,post,0,-0.6083295184152829
P131,26,embodied,post,0,-0.6083295184152829
P131,25,embodied,post,0,-0.6083295184152829
P131,19,embodied,post,0,-0.6083295184152829
P132,22,control,post,0,-0.6083295184152829
P132,23,control,post,1,-0.6083295184152829
P132,28,control,post,0,-0.6083295184152829
P132,17,control,post,0,-0.6083295184152829
P132,1,control,post,1,-0.6083295184152829
P132,26,control,post,0,-0.6083295184152829
P132,25,control,post,1,-0.6083295184152829
P132,19,control,post,1,-0.6083295184152829
P133,22,embodied,post,1,0.8454927452989061
P133,23,embodied,post,1,0.8454927452989061
P133,28,embodied,post,1,0.8454927452989061
P133,17,embodied,post,0,0.8454927452989061
P133,1,embodied,post,1,0.8454927452989061
P133,26,embodied,post,1,0.8454927452989061
P133,25,embodied,post,1,0.8454927452989061
P133,19,embodied,post,0,0.8454927452989061
P135,22,control,post,1,0.36088532406084306
P135,23,control,post,1,0.36088532406084306
P135,28,control,post,0,0.36088532406084306
P135,17,control,post,0,0.36088532406084306
P135,1,control,post,1,0.36088532406084306
P135,26,control,post,0,0.36088532406084306
P135,25,control,post,0,0.36088532406084306
P135,19,control,post,0,0.36088532406084306
P137,22,control,post,1,-1.092936939653346
P137,23,control,post,1,-1.092936939653346
P137,28,control,post,0,-1.092936939653346
P137,17,control,post,0,-1.092936939653346
P137,1,control,post,1,-1.092936939653346
P137,26,control,post,1,-1.092936939653346
P137,25,control,post,0,-1.092936939653346
P137,19,control,post,0,-1.092936939653346
P138,22,control,post,0,-1.5775443608914088
P138,23,control,post,1,-1.5775443608914088
P138,28,control,post,0,-1.5775443608914088
P138,17,control,post,0,-1.5775443608914088
P138,1,control,post,0,-1.5775443608914088
P138,26,control,post,0,-1.5775443608914088
P138,25,control,post,0,-1.5775443608914088
P138,19,control,post,0,-1.5775443608914088
P139,22,embodied,post,0,-1.092936939653346
P139,23,embodied,post,1,-1.092936939653346
P139,28,embodied,post,0,-1.092936939653346
P139,17,embodied,post,0,-1.092936939653346
P139,1,embodied,post,1,-1.092936939653346
P139,26,embodied,post,1,-1.092936939653346
P139,25,embodied,post,0,-1.092936939653346
P139,19,embodied,post,1,-1.092936939653346
P141,22,embodied,post,1,1.814707587775032
P141,23,embodied,post,1,1.814707587775032
P141,28,embodied,post,0,1.814707587775032
P141,17,embodied,post,1,1.814707587775032
P141,1,embodied,post,1,1.814707587775032
P141,26,embodied,post,1,1.814707587775032
P141,25,embodied,post,1,1.814707587775032
P141,19,embodied,post,1,1.814707587775032
P142,22,control,post,1,0.36088532406084306
P142,23,control,post,1,0.36088532406084306
P142,28,control,post,0,0.36088532406084306
P142,17,control,post,0,0.36088532406084306
P142,1,control,post,0,0.36088532406084306
P142,26,control,post,1,0.36088532406084306
P142,25,control,post,0,0.36088532406084306
P142,19,control,post,0,0.36088532406084306
P144,22,embodied,post,1,-0.6083295184152829
P144,23,embodied,post,1,-0.6083295184152829
P144,28,embodied,post,0,-0.6083295184152829
P144,17,embodied,post,0,-0.6083295184152829
P144,1,embodied,post,0,-0.6083295184152829
P144,26,embodied,post,1,-0.6083295184152829
P144,25,embodied,post,1,-0.6083295184152829
P144,19,embodied,post,0,-0.6083295184152829
P146,22,control,post,1,0.8454927452989061
P146,23,control,post,1,0.8454927452989061
P146,28,control,post,0,0.8454927452989061
P146,17,control,post,0,0.8454927452989061
P146,1,control,post,1,0.8454927452989061
P146,26,control,post,1,0.8454927452989061
P146,25,control,post,1,0.8454927452989061
P146,19,control,post,1,0.8454927452989061
P148,22,embodied,post,0,-0.12372209717721992
P148,23,embodied,post,1,-0.12372209717721992
P148,28,embodied,post,0,-0.12372209717721992
P148,17,embodied,post,0,-0.12372209717721992
P148,1,embodied,post,0,-0.12372209717721992
P148,26,embodied,post,0,-0.12372209717721992
P148,25,embodied,post,1,-0.12372209717721992
P148,19,embodied,post,0,-0.12372209717721992
P149,22,control,post,1,-0.6083295184152829
P149,23,control,post,1,-0.6083295184152829
P149,28,control,post,0,-0.6083295184152829
P149,17,control,post,0,-0.6083295184152829
P149,1,control,post,0,-0.6083295184152829
P149,26,control,post,1,-0.6083295184152829
P149,25,control,post,0,-0.6083295184152829
P149,19,control,post,0,-0.6083295184152829
P150,22,control,post,0,-0.12372209717721992
P150,23,control,post,0,-0.12372209717721992
P150,28,control,post,0,-0.12372209717721992
P150,17,control,post,0,-0.12372209717721992
P150,1,control,post,0,-0.12372209717721992
P150,26,control,post,0,-0.12372209717721992
P150,25,control,post,0,-0.12372209717721992
P150,19,control,post,0,-0.12372209717721992
P151,22,embodied,post,1,2.299315009013095
P151,23,embodied,post,1,2.299315009013095
P151,28,embodied,post,1,2.299315009013095
P151,17,embodied,post,0,2.299315009013095
P151,1,embodied,post,0,2.299315009013095
P151,26,embodied,post,1,2.299315009013095
P151,25,embodied,post,1,2.299315009013095
P151,19,embodied,post,1,2.299315009013095
P154,22,embodied,post,1,-0.12372209717721992
P154,23,embodied,post,0,-0.12372209717721992
P154,28,embodied,post,1,-0.12372209717721992
P154,17,embodied,post,0,-0.12372209717721992
P154,1,embodied,post,1,-0.12372209717721992
P154,26,embodied,post,1,-0.12372209717721992
P154,25,embodied,post,1,-0.12372209717721992
P154,19,embodied,post,1,-0.12372209717721992
P155,22,embodied,post,1,-0.6083295184152829
P155,23,embodied,post,1,-0.6083295184152829
P155,28,embodied,post,0,-0.6083295184152829
P155,17,embodied,post,0,-0.6083295184152829
P155,1,embodied,post,1,-0.6083295184152829
P155,26,embodied,post,0,-0.6083295184152829
P155,25,embodied,post,0,-0.6083295184152829
P155,19,embodied,post,0,-0.6083295184152829
P156,22,control,post,0,1.330100166536969
P156,23,control,post,1,1.330100166536969
P156,28,control,post,0,1.330100166536969
P156,17,control,post,0,1.330100166536969
P156,1,control,post,0,1.330100166536969
P156,26,control,post,0,1.330100166536969
P156,25,control,post,0,1.330100166536969
P156,19,control,post,1,1.330100166536969
P158,22,embodied,post,0,-0.6083295184152829
P158,23,embodied,post,0,-0.6083295184152829
P158,28,embodied,post,0,-0.6083295184152829
P158,17,embodied,post,0,-0.6083295184152829
P158,1,embodied,post,0,-0.6083295184152829
P158,26,embodied,post,1,-0.6083295184152829
P158,25,embodied,post,0,-0.6083295184152829
P158,19,embodied,post,0,-0.6083295184152829
P159,22,control,post,0,-0.12372209717721992
P159,23,control,post,1,-0.12372209717721992
P159,28,control,post,0,-0.12372209717721992
P159,17,control,post,0,-0.12372209717721992
P159,1,control,post,0,-0.12372209717721992
P159,26,control,post,1,-0.12372209717721992
P159,25,control,post,0,-0.12372209717721992
P159,19,control,post,0,-0.12372209717721992
P161,22,embodied,post,1,0.36088532406084306
P161,23,embodied,post,1,0.36088532406084306
P161,28,embodied,post,0,0.36088532406084306
P161,17,embodied,post,0,0.36088532406084306
P161,1,embodied,post,1,0.36088532406084306
P161,26,embodied,post,1,0.36088532406084306
P161,25,embodied,post,1,0.36088532406084306
P161,19,embodied,post,1,0.36088532406084306
P162,22,control,post,0,-0.6083295184152829
P162,23,control,post,0,-0.6083295184152829
P162,28,control,post,0,-0.6083295184152829
P162,17,control,post,0,-0.6083295184152829
P162,1,control,post,0,-0.6083295184152829
P162,26,control,post,0,-0.6083295184152829
P162,25,control,post,0,-0.6083295184152829
P162,19,control,post,0,-0.6083295184152829
P164,22,embodied,post,1,-0.12372209717721992
P164,23,embodied,post,1,-0.12372209717721992
P164,28,embodied,post,0,-0.12372209717721992
P164,17,embodied,post,0,-0.12372209717721992
P164,1,embodied,post,1,-0.12372209717721992
P164,26,embodied,post,0,-0.12372209717721992
P164,25,embodied,post,1,-0.12372209717721992
P164,19,embodied,post,1,-0.12372209717721992
P165,22,control,post,1,-0.6083295184152829
P165,23,control,post,0,-0.6083295184152829
P165,28,control,post,0,-0.6083295184152829
P165,17,control,post,0,-0.6083295184152829
P165,1,control,post,0,-0.6083295184152829
P165,26,control,post,0,-0.6083295184152829
P165,25,control,post,0,-0.6083295184152829
P165,19,control,post,0,-0.6083295184152829
P001,22,control,delay,1,0.36088532406084306
P001,23,control,delay,1,0.36088532406084306
P001,28,control,delay,0,0.36088532406084306
P001,25,control,delay,0,0.36088532406084306
P001,17,control,delay,1,0.36088532406084306
P001,19,control,delay,0,0.36088532406084306
P001,1,control,delay,0,0.36088532406084306
P001,26,control,delay,1,0.36088532406084306
P002,22,control,delay,1,1.330100166536969
P002,23,control,delay,0,1.330100166536969
P002,28,control,delay,0,1.330100166536969
P002,25,control,delay,0,1.330100166536969
P002,17,control,delay,0,1.330100166536969
P002,19,control,delay,0,1.330100166536969
P002,1,control,delay,0,1.330100166536969
P002,26,control,delay,0,1.330100166536969
P003,22,embodied,delay,1,-0.6083295184152829
P003,23,embodied,delay,0,-0.6083295184152829
P003,28,embodied,delay,0,-0.6083295184152829
P003,25,embodied,delay,0,-0.6083295184152829
P003,17,embodied,delay,0,-0.6083295184152829
P003,19,embodied,delay,0,-0.6083295184152829
P003,1,embodied,delay,1,-0.6083295184152829
P003,26,embodied,delay,0,-0.6083295184152829
P004,22,control,delay,0,-1.092936939653346
P004,23,control,delay,0,-1.092936939653346
P004,28,control,delay,0,-1.092936939653346
P004,25,control,delay,0,-1.092936939653346
P004,17,control,delay,0,-1.092936939653346
P004,19,control,delay,0,-1.092936939653346
P004,1,control,delay,0,-1.092936939653346
P004,26,control,delay,0,-1.092936939653346
P006,22,control,delay,1,-0.12372209717721992
P006,23,control,delay,1,-0.12372209717721992
P006,28,control,delay,0,-0.12372209717721992
P006,25,control,delay,0,-0.12372209717721992
P006,17,control,delay,0,-0.12372209717721992
P006,19,control,delay,0,-0.12372209717721992
P006,1,control,delay,0,-0.12372209717721992
P006,26,control,delay,1,-0.12372209717721992
P007,22,embodied,delay,1,-0.6083295184152829
P007,23,embodied,delay,1,-0.6083295184152829
P007,28,embodied,delay,1,-0.6083295184152829
P007,25,embodied,delay,1,-0.6083295184152829
P007,17,embodied,delay,0,-0.6083295184152829
P007,19,embodied,delay,0,-0.6083295184152829
P007,1,embodied,delay,1,-0.6083295184152829
P007,26,embodied,delay,1,-0.6083295184152829
P008,22,control,delay,1,2.299315009013095
P008,23,control,delay,1,2.299315009013095
P008,28,control,delay,0,2.299315009013095
P008,25,control,delay,1,2.299315009013095
P008,17,control,delay,0,2.299315009013095
P008,19,control,delay,1,2.299315009013095
P008,1,control,delay,0,2.299315009013095
P008,26,control,delay,1,2.299315009013095
P009,22,control,delay,1,1.814707587775032
P009,23,control,delay,1,1.814707587775032
P009,28,control,delay,0,1.814707587775032
P009,25,control,delay,0,1.814707587775032
P009,17,control,delay,0,1.814707587775032
P009,19,control,delay,0,1.814707587775032
P009,1,control,delay,0,1.814707587775032
P009,26,control,delay,1,1.814707587775032
P010,22,control,delay,1,-0.6083295184152829
P010,23,control,delay,1,-0.6083295184152829
P010,28,control,delay,0,-0.6083295184152829
P010,25,control,delay,1,-0.6083295184152829
P010,17,control,delay,0,-0.6083295184152829
P010,19,control,delay,0,-0.6083295184152829
P010,1,control,delay,0,-0.6083295184152829
P010,26,control,delay,1,-0.6083295184152829
P011,22,control,delay,0,-0.6083295184152829
P011,23,control,delay,1,-0.6083295184152829
P011,28,control,delay,0,-0.6083295184152829
P011,25,control,delay,1,-0.6083295184152829
P011,17,control,delay,0,-0.6083295184152829
P011,19,control,delay,0,-0.6083295184152829
P011,1,control,delay,1,-0.6083295184152829
P011,26,control,delay,0,-0.6083295184152829
P012,22,control,delay,0,-0.6083295184152829
P012,23,control,delay,1,-0.6083295184152829
P012,28,control,delay,1,-0.6083295184152829
P012,25,control,delay,0,-0.6083295184152829
P012,17,control,delay,1,-0.6083295184152829
P012,19,control,delay,0,-0.6083295184152829
P012,1,control,delay,1,-0.6083295184152829
P012,26,control,delay,0,-0.6083295184152829
P017,22,control,delay,1,-0.6083295184152829
P017,23,control,delay,1,-0.6083295184152829
P017,28,control,delay,0,-0.6083295184152829
P017,25,control,delay,0,-0.6083295184152829
P017,17,control,delay,1,-0.6083295184152829
P017,19,control,delay,0,-0.6083295184152829
P017,1,control,delay,0,-0.6083295184152829
P017,26,control,delay,1,-0.6083295184152829
P020,22,control,delay,0,-1.092936939653346
P020,23,control,delay,0,-1.092936939653346
P020,28,control,delay,1,-1.092936939653346
P020,25,control,delay,0,-1.092936939653346
P020,17,control,delay,0,-1.092936939653346
P020,19,control,delay,0,-1.092936939653346
P020,1,control,delay,1,-1.092936939653346
P020,26,control,delay,0,-1.092936939653346
P021,22,embodied,delay,0,-0.12372209717721992
P021,23,embodied,delay,1,-0.12372209717721992
P021,28,embodied,delay,1,-0.12372209717721992
P021,25,embodied,delay,0,-0.12372209717721992
P021,17,embodied,delay,0,-0.12372209717721992
P021,19,embodied,delay,0,-0.12372209717721992
P021,1,embodied,delay,0,-0.12372209717721992
P021,26,embodied,delay,0,-0.12372209717721992
P022,22,embodied,delay,0,-0.6083295184152829
P022,23,embodied,delay,1,-0.6083295184152829
P022,28,embodied,delay,0,-0.6083295184152829
P022,25,embodied,delay,0,-0.6083295184152829
P022,17,embodied,delay,0,-0.6083295184152829
P022,19,embodied,delay,0,-0.6083295184152829
P022,1,embodied,delay,0,-0.6083295184152829
P022,26,embodied,delay,1,-0.6083295184152829
P023,22,embodied,delay,0,-0.12372209717721992
P023,23,embodied,delay,1,-0.12372209717721992
P023,28,embodied,delay,0,-0.12372209717721992
P023,25,embodied,delay,0,-0.12372209717721992
P023,17,embodied,delay,0,-0.12372209717721992
P023,19,embodied,delay,0,-0.12372209717721992
P023,1,embodied,delay,0,-0.12372209717721992
P023,26,embodied,delay,0,-0.12372209717721992
P024,22,control,delay,0,0.8454927452989061
P024,23,control,delay,0,0.8454927452989061
P024,28,control,delay,0,0.8454927452989061
P024,25,control,delay,0,0.8454927452989061
P024,17,control,delay,0,0.8454927452989061
P024,19,control,delay,0,0.8454927452989061
P024,1,control,delay,1,0.8454927452989061
P024,26,control,delay,1,0.8454927452989061
P025,22,embodied,delay,1,-0.12372209717721992
P025,23,embodied,delay,1,-0.12372209717721992
P025,28,embodied,delay,0,-0.12372209717721992
P025,25,embodied,delay,1,-0.12372209717721992
P025,17,embodied,delay,0,-0.12372209717721992
P025,19,embodied,delay,0,-0.12372209717721992
P025,1,embodied,delay,1,-0.12372209717721992
P025,26,embodied,delay,1,-0.12372209717721992
P026,22,embodied,delay,1,2.299315009013095
P026,23,embodied,delay,1,2.299315009013095
P026,28,embodied,delay,0,2.299315009013095
P026,25,embodied,delay,1,2.299315009013095
P026,17,embodied,delay,0,2.299315009013095
P026,19,embodied,delay,1,2.299315009013095
P026,1,embodied,delay,0,2.299315009013095
P026,26,embodied,delay,1,2.299315009013095
P028,22,embodied,delay,1,3.268529851489221
P028,23,embodied,delay,1,3.268529851489221
P028,28,embodied,delay,0,3.268529851489221
P028,25,embodied,delay,0,3.268529851489221
P028,17,embodied,delay,0,3.268529851489221
P028,19,embodied,delay,1,3.268529851489221
P028,1,embodied,delay,1,3.268529851489221
P028,26,embodied,delay,1,3.268529851489221
P030,22,embodied,delay,0,1.330100166536969
P030,23,embodied,delay,1,1.330100166536969
P030,28,embodied,delay,1,1.330100166536969
P030,25,embodied,delay,1,1.330100166536969
P030,17,embodied,delay,1,1.330100166536969
P030,19,embodied,delay,1,1.330100166536969
P030,1,embodied,delay,1,1.330100166536969
P030,26,embodied,delay,1,1.330100166536969
P029,22,embodied,delay,1,0.36088532406084306
P029,23,embodied,delay,1,0.36088532406084306
P029,28,embodied,delay,0,0.36088532406084306
P029,25,embodied,delay,1,0.36088532406084306
P029,17,embodied,delay,0,0.36088532406084306
P029,19,embodied,delay,0,0.36088532406084306
P029,1,embodied,delay,0,0.36088532406084306
P029,26,embodied,delay,0,0.36088532406084306
P027,22,embodied,delay,0,-0.12372209717721992
P027,23,embodied,delay,1,-0.12372209717721992
P027,28,embodied,delay,1,-0.12372209717721992
P027,25,embodied,delay,0,-0.12372209717721992
P027,17,embodied,delay,0,-0.12372209717721992
P027,19,embodied,delay,1,-0.12372209717721992
P027,1,embodied,delay,1,-0.12372209717721992
P027,26,embodied,delay,1,-0.12372209717721992
P032,22,embodied,delay,1,-0.6083295184152829
P032,23,embodied,delay,1,-0.6083295184152829
P032,28,embodied,delay,0,-0.6083295184152829
P032,25,embodied,delay,0,-0.6083295184152829
P032,17,embodied,delay,0,-0.6083295184152829
P032,19,embodied,delay,1,-0.6083295184152829
P032,1,embodied,delay,0,-0.6083295184152829
P032,26,embodied,delay,1,-0.6083295184152829
P033,22,embodied,delay,1,-0.12372209717721992
P033,23,embodied,delay,0,-0.12372209717721992
P033,28,embodied,delay,0,-0.12372209717721992
P033,25,embodied,delay,0,-0.12372209717721992
P033,17,embodied,delay,0,-0.12372209717721992
P033,19,embodied,delay,0,-0.12372209717721992
P033,1,embodied,delay,0,-0.12372209717721992
P033,26,embodied,delay,0,-0.12372209717721992
P034,22,embodied,delay,1,-1.5775443608914088
P034,23,embodied,delay,1,-1.5775443608914088
P034,28,embodied,delay,0,-1.5775443608914088
P034,25,embodied,delay,1,-1.5775443608914088
P034,17,embodied,delay,1,-1.5775443608914088
P034,19,embodied,delay,1,-1.5775443608914088
P034,1,embodied,delay,0,-1.5775443608914088
P034,26,embodied,delay,1,-1.5775443608914088
P036,22,control,delay,0,-1.5775443608914088
P036,23,control,delay,1,-1.5775443608914088
P036,28,control,delay,0,-1.5775443608914088
P036,25,control,delay,0,-1.5775443608914088
P036,17,control,delay,0,-1.5775443608914088
P036,19,control,delay,0,-1.5775443608914088
P036,1,control,delay,0,-1.5775443608914088
P036,26,control,delay,1,-1.5775443608914088
P041,22,control,delay,0,1.814707587775032
P041,23,control,delay,1,1.814707587775032
P041,28,control,delay,0,1.814707587775032
P041,25,control,delay,1,1.814707587775032
P041,17,control,delay,1,1.814707587775032
P041,19,control,delay,0,1.814707587775032
P041,1,control,delay,0,1.814707587775032
P041,26,control,delay,0,1.814707587775032
P042,22,control,delay,0,-1.092936939653346
P042,23,control,delay,0,-1.092936939653346
P042,28,control,delay,0,-1.092936939653346
P042,25,control,delay,0,-1.092936939653346
P042,17,control,delay,0,-1.092936939653346
P042,19,control,delay,0,-1.092936939653346
P042,1,control,delay,0,-1.092936939653346
P042,26,control,delay,0,-1.092936939653346
P040,22,control,delay,1,-0.6083295184152829
P040,23,control,delay,0,-0.6083295184152829
P040,28,control,delay,0,-0.6083295184152829
P040,25,control,delay,1,-0.6083295184152829
P040,17,control,delay,0,-0.6083295184152829
P040,19,control,delay,1,-0.6083295184152829
P040,1,control,delay,0,-0.6083295184152829
P040,26,control,delay,0,-0.6083295184152829
P043,22,control,delay,0,0.36088532406084306
P043,23,control,delay,1,0.36088532406084306
P043,28,control,delay,0,0.36088532406084306
P043,25,control,delay,0,0.36088532406084306
P043,17,control,delay,0,0.36088532406084306
P043,19,control,delay,0,0.36088532406084306
P043,1,control,delay,1,0.36088532406084306
P043,26,control,delay,1,0.36088532406084306
P045,22,embodied,delay,1,-0.6083295184152829
P045,23,embodied,delay,1,-0.6083295184152829
P045,28,embodied,delay,0,-0.6083295184152829
P045,25,embodied,delay,0,-0.6083295184152829
P045,17,embodied,delay,0,-0.6083295184152829
P045,19,embodied,delay,0,-0.6083295184152829
P045,1,embodied,delay,1,-0.6083295184152829
P045,26,embodied,delay,1,-0.6083295184152829
P049,22,embodied,delay,1,0.36088532406084306
P049,23,embodied,delay,1,0.36088532406084306
P049,28,embodied,delay,1,0.36088532406084306
P049,25,embodied,delay,1,0.36088532406084306
P049,17,embodied,delay,1,0.36088532406084306
P049,19,embodied,delay,1,0.36088532406084306
P049,1,embodied,delay,0,0.36088532406084306
P049,26,embodied,delay,1,0.36088532406084306
P048,22,embodied,delay,1,-0.6083295184152829
P048,23,embodied,delay,0,-0.6083295184152829
P048,28,embodied,delay,1,-0.6083295184152829
P048,25,embodied,delay,0,-0.6083295184152829
P048,17,embodied,delay,1,-0.6083295184152829
P048,19,embodied,delay,1,-0.6083295184152829
P048,1,embodied,delay,1,-0.6083295184152829
P048,26,embodied,delay,0,-0.6083295184152829
P050,22,embodied,delay,1,-0.6083295184152829
P050,23,embodied,delay,1,-0.6083295184152829
P050,28,embodied,delay,1,-0.6083295184152829
P050,25,embodied,delay,1,-0.6083295184152829
P050,17,embodied,delay,0,-0.6083295184152829
P050,19,embodied,delay,0,-0.6083295184152829
P050,1,embodied,delay,0,-0.6083295184152829
P050,26,embodied,delay,1,-0.6083295184152829
P053,22,control,delay,1,-1.092936939653346
P053,23,control,delay,1,-1.092936939653346
P053,28,control,delay,0,-1.092936939653346
P053,25,control,delay,0,-1.092936939653346
P053,17,control,delay,0,-1.092936939653346
P053,19,control,delay,0,-1.092936939653346
P053,1,control,delay,1,-1.092936939653346
P053,26,control,delay,1,-1.092936939653346
P054,22,embodied,delay,1,0.36088532406084306
P054,23,embodied,delay,1,0.36088532406084306
P054,28,embodied,delay,0,0.36088532406084306
P054,25,embodied,delay,1,0.36088532406084306
P054,17,embodied,delay,1,0.36088532406084306
P054,19,embodied,delay,0,0.36088532406084306
P054,1,embodied,delay,1,0.36088532406084306
P054,26,embodied,delay,1,0.36088532406084306
P057,22,control,delay,1,-0.6083295184152829
P057,23,control,delay,1,-0.6083295184152829
P057,28,control,delay,1,-0.6083295184152829
P057,25,control,delay,1,-0.6083295184152829
P057,17,control,delay,0,-0.6083295184152829
P057,19,control,delay,1,-0.6083295184152829
P057,1,control,delay,1,-0.6083295184152829
P057,26,control,delay,1,-0.6083295184152829
P067,22,control,delay,0,2.299315009013095
P067,23,control,delay,1,2.299315009013095
P067,28,control,delay,0,2.299315009013095
P067,25,control,delay,1,2.299315009013095
P067,17,control,delay,0,2.299315009013095
P067,19,control,delay,0,2.299315009013095
P067,1,control,delay,0,2.299315009013095
P067,26,control,delay,0,2.299315009013095
P060,22,embodied,delay,1,2.783922430251158
P060,23,embodied,delay,1,2.783922430251158
P060,28,embodied,delay,0,2.783922430251158
P060,25,embodied,delay,0,2.783922430251158
P060,17,embodied,delay,0,2.783922430251158
P060,19,embodied,delay,0,2.783922430251158
P060,1,embodied,delay,1,2.783922430251158
P060,26,embodied,delay,1,2.783922430251158
P062,22,control,delay,1,-1.092936939653346
P062,23,control,delay,1,-1.092936939653346
P062,28,control,delay,1,-1.092936939653346
P062,25,control,delay,1,-1.092936939653346
P062,17,control,delay,0,-1.092936939653346
P062,19,control,delay,1,-1.092936939653346
P062,1,control,delay,1,-1.092936939653346
P062,26,control,delay,1,-1.092936939653346
P063,22,control,delay,1,-0.6083295184152829
P063,23,control,delay,1,-0.6083295184152829
P063,28,control,delay,1,-0.6083295184152829
P063,25,control,delay,1,-0.6083295184152829
P063,17,control,delay,0,-0.6083295184152829
P063,19,control,delay,1,-0.6083295184152829
P063,1,control,delay,1,-0.6083295184152829
P063,26,control,delay,1,-0.6083295184152829
P064,22,embodied,delay,1,-1.5775443608914088
P064,23,embodied,delay,1,-1.5775443608914088
P064,28,embodied,delay,0,-1.5775443608914088
P064,25,embodied,delay,0,-1.5775443608914088
P064,17,embodied,delay,0,-1.5775443608914088
P064,19,embodied,delay,0,-1.5775443608914088
P064,1,embodied,delay,0,-1.5775443608914088
P064,26,embodied,delay,1,-1.5775443608914088
P065,22,control,delay,0,-0.12372209717721992
P065,23,control,delay,1,-0.12372209717721992
P065,28,control,delay,1,-0.12372209717721992
P065,25,control,delay,0,-0.12372209717721992
P065,17,control,delay,0,-0.12372209717721992
P065,19,control,delay,1,-0.12372209717721992
P065,1,control,delay,0,-0.12372209717721992
P065,26,control,delay,0,-0.12372209717721992
P066,22,embodied,delay,1,-0.12372209717721992
P066,23,embodied,delay,0,-0.12372209717721992
P066,28,embodied,delay,0,-0.12372209717721992
P066,25,embodied,delay,1,-0.12372209717721992
P066,17,embodied,delay,0,-0.12372209717721992
P066,19,embodied,delay,0,-0.12372209717721992
P066,1,embodied,delay,0,-0.12372209717721992
P066,26,embodied,delay,1,-0.12372209717721992
P070,22,embodied,delay,1,2.299315009013095
P070,23,embodied,delay,1,2.299315009013095
P070,28,embodied,delay,0,2.299315009013095
P070,25,embodied,delay,0,2.299315009013095
P070,17,embodied,delay,0,2.299315009013095
P070,19,embodied,delay,1,2.299315009013095
P070,1,embodied,delay,1,2.299315009013095
P070,26,embodied,delay,1,2.299315009013095
P072,22,embodied,delay,1,-0.6083295184152829
P072,23,embodied,delay,1,-0.6083295184152829
P072,28,embodied,delay,0,-0.6083295184152829
P072,25,embodied,delay,0,-0.6083295184152829
P072,17,embodied,delay,0,-0.6083295184152829
P072,19,embodied,delay,0,-0.6083295184152829
P072,1,embodied,delay,1,-0.6083295184152829
P072,26,embodied,delay,1,-0.6083295184152829
P073,22,embodied,delay,1,-0.12372209717721992
P073,23,embodied,delay,0,-0.12372209717721992
P073,28,embodied,delay,0,-0.12372209717721992
P073,25,embodied,delay,1,-0.12372209717721992
P073,17,embodied,delay,0,-0.12372209717721992
P073,19,embodied,delay,0,-0.12372209717721992
P073,1,embodied,delay,0,-0.12372209717721992
P073,26,embodied,delay,1,-0.12372209717721992
P075,22,embodied,delay,1,0.36088532406084306
P075,23,embodied,delay,1,0.36088532406084306
P075,28,embodied,delay,1,0.36088532406084306
P075,25,embodied,delay,1,0.36088532406084306
P075,17,embodied,delay,1,0.36088532406084306
P075,19,embodied,delay,1,0.36088532406084306
P075,1,embodied,delay,1,0.36088532406084306
P075,26,embodied,delay,1,0.36088532406084306
P074,22,control,delay,1,-1.092936939653346
P074,23,control,delay,1,-1.092936939653346
P074,28,control,delay,0,-1.092936939653346
P074,25,control,delay,1,-1.092936939653346
P074,17,control,delay,0,-1.092936939653346
P074,19,control,delay,1,-1.092936939653346
P074,1,control,delay,1,-1.092936939653346
P074,26,control,delay,1,-1.092936939653346
P071,22,control,delay,0,-2.062151782129472
P071,23,control,delay,1,-2.062151782129472
P071,28,control,delay,0,-2.062151782129472
P071,25,control,delay,1,-2.062151782129472
P071,17,control,delay,0,-2.062151782129472
P071,19,control,delay,0,-2.062151782129472
P071,1,control,delay,0,-2.062151782129472
P071,26,control,delay,1,-2.062151782129472
P078,22,control,delay,1,0.36088532406084306
P078,23,control,delay,1,0.36088532406084306
P078,28,control,delay,1,0.36088532406084306
P078,25,control,delay,1,0.36088532406084306
P078,17,control,delay,0,0.36088532406084306
P078,19,control,delay,1,0.36088532406084306
P078,1,control,delay,0,0.36088532406084306
P078,26,control,delay,1,0.36088532406084306
P139,22,embodied,delay,0,-1.092936939653346
P139,23,embodied,delay,1,-1.092936939653346
P139,28,embodied,delay,0,-1.092936939653346
P139,25,embodied,delay,1,-1.092936939653346
P139,17,embodied,delay,0,-1.092936939653346
